Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0071345	cellular response to cytokine stimulus	 	1.706E-6	1.252E-3	9.344E-6	6.706E-5	5	1453	HLA-H,STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0032102	negative regulation of response to external stimulus	 	1.755E-6	1.288E-3	9.539E-6	6.846E-5	4	507	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0010628	positive regulation of gene expression	 	1.814E-6	1.332E-3	9.792E-6	7.027E-5	5	1471	HLA-H,STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0045921	positive regulation of exocytosis	 	1.845E-6	1.354E-3	9.886E-6	7.095E-5	3	119	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0030101	natural killer cell activation	 	1.892E-6	1.389E-3	1.007E-5	7.223E-5	3	120	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0002252	immune effector process	 	2.110E-6	1.549E-3	1.114E-5	7.995E-5	5	1516	HLA-H,STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002683	negative regulation of immune system process	 	2.126E-6	1.561E-3	1.115E-5	7.999E-5	4	532	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:1903706	regulation of hemopoiesis	 	2.517E-6	1.848E-3	1.310E-5	9.404E-5	4	555	STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0032819	positive regulation of natural killer cell proliferation	 	2.573E-6	1.888E-3	1.311E-5	9.411E-5	2	11	HLA-E,HLA-G
GO: Biological Process	GO:0042270	protection from natural killer cell mediated cytotoxicity	 	2.573E-6	1.888E-3	1.311E-5	9.411E-5	2	11	HLA-E,HLA-G
GO: Biological Process	GO:0001788	antibody-dependent cellular cytotoxicity	 	2.573E-6	1.888E-3	1.311E-5	9.411E-5	2	11	HLA-E,HLA-G
GO: Biological Process	GO:0034097	response to cytokine	 	2.653E-6	1.947E-3	1.343E-5	9.638E-5	5	1587	HLA-H,STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0043299	leukocyte degranulation	 	3.001E-6	2.203E-3	1.509E-5	1.083E-4	4	580	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002894	positive regulation of type II hypersensitivity	 	3.087E-6	2.266E-3	1.531E-5	1.099E-4	2	12	HLA-E,HLA-G
GO: Biological Process	GO:0001798	positive regulation of type IIa hypersensitivity	 	3.087E-6	2.266E-3	1.531E-5	1.099E-4	2	12	HLA-E,HLA-G
GO: Biological Process	GO:0032817	regulation of natural killer cell proliferation	 	3.648E-6	2.678E-3	1.737E-5	1.247E-4	2	13	HLA-E,HLA-G
GO: Biological Process	GO:0002892	regulation of type II hypersensitivity	 	3.648E-6	2.678E-3	1.737E-5	1.247E-4	2	13	HLA-E,HLA-G
GO: Biological Process	GO:0001796	regulation of type IIa hypersensitivity	 	3.648E-6	2.678E-3	1.737E-5	1.247E-4	2	13	HLA-E,HLA-G
GO: Biological Process	GO:0001794	type IIa hypersensitivity	 	3.648E-6	2.678E-3	1.737E-5	1.247E-4	2	13	HLA-E,HLA-G
GO: Biological Process	GO:0002445	type II hypersensitivity	 	3.648E-6	2.678E-3	1.737E-5	1.247E-4	2	13	HLA-E,HLA-G
GO: Biological Process	GO:2000564	regulation of CD8-positive, alpha-beta T cell proliferation	 	3.648E-6	2.678E-3	1.737E-5	1.247E-4	2	13	HLA-E,HLA-G
GO: Biological Process	GO:0002444	myeloid leukocyte mediated immunity	 	3.669E-6	2.693E-3	1.737E-5	1.247E-4	4	610	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002237	response to molecule of bacterial origin	 	3.741E-6	2.746E-3	1.760E-5	1.263E-4	4	613	STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0010975	regulation of neuron projection development	 	4.094E-6	3.005E-3	1.914E-5	1.373E-4	4	627	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0080134	regulation of response to stress	 	4.182E-6	3.069E-3	1.943E-5	1.394E-4	5	1738	HLA-H,STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0035740	CD8-positive, alpha-beta T cell proliferation	 	4.255E-6	3.124E-3	1.952E-5	1.401E-4	2	14	HLA-E,HLA-G
GO: Biological Process	GO:0060907	positive regulation of macrophage cytokine production	 	4.255E-6	3.124E-3	1.952E-5	1.401E-4	2	14	HLA-E,HLA-G
GO: Biological Process	GO:0050830	defense response to Gram-positive bacterium	 	4.334E-6	3.181E-3	1.976E-5	1.418E-4	3	158	B2M,HLA-E,HLA-G
GO: Biological Process	GO:0001787	natural killer cell proliferation	 	5.611E-6	4.118E-3	2.542E-5	1.824E-4	2	16	HLA-E,HLA-G
GO: Biological Process	GO:0051240	positive regulation of multicellular organismal process	 	6.212E-6	4.560E-3	2.797E-5	2.008E-4	5	1881	HLA-H,STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002698	negative regulation of immune effector process	 	6.306E-6	4.629E-3	2.811E-5	2.018E-4	3	179	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0002885	positive regulation of hypersensitivity	 	6.358E-6	4.667E-3	2.811E-5	2.018E-4	2	17	HLA-E,HLA-G
GO: Biological Process	GO:0002666	positive regulation of T cell tolerance induction	 	6.358E-6	4.667E-3	2.811E-5	2.018E-4	2	17	HLA-E,HLA-G
GO: Biological Process	GO:0060627	regulation of vesicle-mediated transport	 	6.679E-6	4.902E-3	2.930E-5	2.103E-4	4	709	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002682	regulation of immune system process	 	6.707E-6	4.923E-3	2.930E-5	2.103E-4	5	1910	HLA-H,STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002767	immune response-inhibiting cell surface receptor signaling pathway	 	7.152E-6	5.250E-3	3.105E-5	2.228E-4	2	18	HLA-E,HLA-G
GO: Biological Process	GO:0016525	negative regulation of angiogenesis	 	7.191E-6	5.278E-3	3.105E-5	2.228E-4	3	187	STAT1,HLA-E,HLA-G
GO: Biological Process	GO:2000181	negative regulation of blood vessel morphogenesis	 	7.543E-6	5.537E-3	3.238E-5	2.324E-4	3	190	STAT1,HLA-E,HLA-G
GO: Biological Process	GO:1901343	negative regulation of vasculature development	 	7.784E-6	5.714E-3	3.322E-5	2.384E-4	3	192	STAT1,HLA-E,HLA-G
GO: Biological Process	GO:0010935	regulation of macrophage cytokine production	 	7.993E-6	5.867E-3	3.352E-5	2.406E-4	2	19	HLA-E,HLA-G
GO: Biological Process	GO:0032736	positive regulation of interleukin-13 production	 	7.993E-6	5.867E-3	3.352E-5	2.406E-4	2	19	HLA-E,HLA-G
GO: Biological Process	GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	 	7.993E-6	5.867E-3	3.352E-5	2.406E-4	2	19	HLA-E,HLA-G
GO: Biological Process	GO:0019730	antimicrobial humoral response	 	8.537E-6	6.266E-3	3.560E-5	2.555E-4	3	198	B2M,HLA-E,HLA-G
GO: Biological Process	GO:2001198	regulation of dendritic cell differentiation	 	8.880E-6	6.518E-3	3.621E-5	2.599E-4	2	20	HLA-E,HLA-G
GO: Biological Process	GO:0002765	immune response-inhibiting signal transduction	 	8.880E-6	6.518E-3	3.621E-5	2.599E-4	2	20	HLA-E,HLA-G
GO: Biological Process	GO:0002645	positive regulation of tolerance induction	 	8.880E-6	6.518E-3	3.621E-5	2.599E-4	2	20	HLA-E,HLA-G
GO: Biological Process	GO:0070207	protein homotrimerization	 	8.880E-6	6.518E-3	3.621E-5	2.599E-4	2	20	HLA-E,HLA-G
GO: Biological Process	GO:0010934	macrophage cytokine production	 	9.814E-6	7.203E-3	3.958E-5	2.840E-4	2	21	HLA-E,HLA-G
GO: Biological Process	GO:0002883	regulation of hypersensitivity	 	9.814E-6	7.203E-3	3.958E-5	2.840E-4	2	21	HLA-E,HLA-G
GO: Biological Process	GO:0051260	protein homooligomerization	 	1.078E-5	7.911E-3	4.307E-5	3.091E-4	3	214	B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002366	leukocyte activation involved in immune response	 	1.080E-5	7.925E-3	4.307E-5	3.091E-4	4	800	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002263	cell activation involved in immune response	 	1.101E-5	8.084E-3	4.370E-5	3.136E-4	4	804	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0051250	negative regulation of lymphocyte activation	 	1.139E-5	8.363E-3	4.475E-5	3.211E-4	3	218	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0002250	adaptive immune response	 	1.140E-5	8.367E-3	4.475E-5	3.211E-4	4	811	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002664	regulation of T cell tolerance induction	 	1.182E-5	8.677E-3	4.615E-5	3.312E-4	2	23	HLA-E,HLA-G
GO: Biological Process	GO:1903531	negative regulation of secretion by cell	 	1.253E-5	9.194E-3	4.865E-5	3.491E-4	3	225	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:1903305	regulation of regulated secretory pathway	 	1.269E-5	9.317E-3	4.904E-5	3.519E-4	3	226	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0035264	multicellular organism growth	 	1.286E-5	9.441E-3	4.929E-5	3.538E-4	3	227	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0002524	hypersensitivity	 	1.289E-5	9.464E-3	4.929E-5	3.538E-4	2	24	HLA-E,HLA-G
GO: Biological Process	GO:0002517	T cell tolerance induction	 	1.401E-5	1.029E-2	5.302E-5	3.805E-4	2	25	HLA-E,HLA-G
GO: Biological Process	GO:0002863	positive regulation of inflammatory response to antigenic stimulus	 	1.401E-5	1.029E-2	5.302E-5	3.805E-4	2	25	HLA-E,HLA-G
GO: Biological Process	GO:0050778	positive regulation of immune response	 	1.507E-5	1.106E-2	5.656E-5	4.059E-4	4	870	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	 	1.518E-5	1.114E-2	5.656E-5	4.059E-4	2	26	HLA-E,HLA-G
GO: Biological Process	GO:0070206	protein trimerization	 	1.518E-5	1.114E-2	5.656E-5	4.059E-4	2	26	HLA-E,HLA-G
GO: Biological Process	GO:0045055	regulated exocytosis	 	1.584E-5	1.163E-2	5.872E-5	4.214E-4	4	881	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	 	1.639E-5	1.203E-2	5.990E-5	4.299E-4	2	27	HLA-E,HLA-G
GO: Biological Process	GO:0001915	negative regulation of T cell mediated cytotoxicity	 	1.639E-5	1.203E-2	5.990E-5	4.299E-4	2	27	HLA-E,HLA-G
GO: Biological Process	GO:0002285	lymphocyte activation involved in immune response	 	1.656E-5	1.216E-2	5.990E-5	4.299E-4	3	247	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0120035	regulation of plasma membrane bounded cell projection organization	 	1.657E-5	1.216E-2	5.990E-5	4.299E-4	4	891	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0045596	negative regulation of cell differentiation	 	1.657E-5	1.216E-2	5.990E-5	4.299E-4	4	891	STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002864	regulation of acute inflammatory response to antigenic stimulus	 	1.765E-5	1.296E-2	6.352E-5	4.558E-4	2	28	HLA-E,HLA-G
GO: Biological Process	GO:0002695	negative regulation of leukocyte activation	 	1.780E-5	1.306E-2	6.373E-5	4.573E-4	3	253	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0045089	positive regulation of innate immune response	 	1.801E-5	1.322E-2	6.415E-5	4.604E-4	3	254	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0031344	regulation of cell projection organization	 	1.809E-5	1.328E-2	6.415E-5	4.604E-4	4	911	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0051048	negative regulation of secretion	 	1.931E-5	1.418E-2	6.815E-5	4.891E-4	3	260	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0032656	regulation of interleukin-13 production	 	2.031E-5	1.491E-2	7.133E-5	5.119E-4	2	30	HLA-E,HLA-G
GO: Biological Process	GO:0002643	regulation of tolerance induction	 	2.171E-5	1.593E-2	7.588E-5	5.445E-4	2	31	HLA-E,HLA-G
GO: Biological Process	GO:0032753	positive regulation of interleukin-4 production	 	2.315E-5	1.700E-2	8.006E-5	5.746E-4	2	32	HLA-E,HLA-G
GO: Biological Process	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	 	2.315E-5	1.700E-2	8.006E-5	5.746E-4	2	32	HLA-E,HLA-G
GO: Biological Process	GO:0008285	negative regulation of cell population proliferation	 	2.330E-5	1.711E-2	8.006E-5	5.746E-4	4	971	STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0051259	protein complex oligomerization	 	2.334E-5	1.713E-2	8.006E-5	5.746E-4	3	277	B2M,HLA-E,HLA-G
GO: Biological Process	GO:0050866	negative regulation of cell activation	 	2.360E-5	1.732E-2	8.055E-5	5.781E-4	3	278	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0046649	lymphocyte activation	 	2.408E-5	1.767E-2	8.181E-5	5.871E-4	4	979	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0032616	interleukin-13 production	 	2.465E-5	1.809E-2	8.336E-5	5.983E-4	2	33	HLA-E,HLA-G
GO: Biological Process	GO:2000353	positive regulation of endothelial cell apoptotic process	 	2.618E-5	1.922E-2	8.816E-5	6.327E-4	2	34	HLA-E,HLA-G
GO: Biological Process	GO:0045591	positive regulation of regulatory T cell differentiation	 	2.777E-5	2.038E-2	9.186E-5	6.592E-4	2	35	HLA-E,HLA-G
GO: Biological Process	GO:0140029	exocytic process	 	2.778E-5	2.039E-2	9.186E-5	6.592E-4	4	1015	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0006887	exocytosis	 	2.778E-5	2.039E-2	9.186E-5	6.592E-4	4	1015	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0099500	vesicle fusion to plasma membrane	 	2.778E-5	2.039E-2	9.186E-5	6.592E-4	4	1015	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002443	leukocyte mediated immunity	 	2.800E-5	2.055E-2	9.216E-5	6.614E-4	4	1017	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0017157	regulation of exocytosis	 	2.904E-5	2.132E-2	9.516E-5	6.829E-4	3	298	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	 	3.280E-5	2.407E-2	1.065E-4	7.644E-4	2	38	HLA-E,HLA-G
GO: Biological Process	GO:0061082	myeloid leukocyte cytokine production	 	3.280E-5	2.407E-2	1.065E-4	7.644E-4	2	38	HLA-E,HLA-G
GO: Biological Process	GO:1901215	negative regulation of neuron death	 	3.299E-5	2.422E-2	1.067E-4	7.656E-4	3	311	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0006906	vesicle fusion	 	3.450E-5	2.532E-2	1.111E-4	7.971E-4	4	1072	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0090174	organelle membrane fusion	 	3.527E-5	2.589E-2	1.131E-4	8.113E-4	4	1078	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002833	positive regulation of response to biotic stimulus	 	3.559E-5	2.613E-2	1.136E-4	8.152E-4	3	319	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0048284	organelle fusion	 	4.003E-5	2.938E-2	1.265E-4	9.078E-4	4	1113	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0007565	female pregnancy	 	4.010E-5	2.943E-2	1.265E-4	9.078E-4	3	332	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0032673	regulation of interleukin-4 production	 	4.015E-5	2.947E-2	1.265E-4	9.078E-4	2	42	HLA-E,HLA-G
GO: Biological Process	GO:0046641	positive regulation of alpha-beta T cell proliferation	 	4.411E-5	3.238E-2	1.378E-4	9.887E-4	2	44	HLA-E,HLA-G
GO: Biological Process	GO:0002438	acute inflammatory response to antigenic stimulus	 	4.411E-5	3.238E-2	1.378E-4	9.887E-4	2	44	HLA-E,HLA-G
GO: Biological Process	GO:0002507	tolerance induction	 	4.616E-5	3.388E-2	1.436E-4	1.030E-3	2	45	HLA-E,HLA-G
GO: Biological Process	GO:0051050	positive regulation of transport	 	4.715E-5	3.461E-2	1.460E-4	1.048E-3	4	1160	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0030217	T cell differentiation	 	4.938E-5	3.625E-2	1.523E-4	1.093E-3	3	356	B2M,HLA-E,HLA-G
GO: Biological Process	GO:0048839	inner ear development	 	5.234E-5	3.842E-2	1.607E-4	1.153E-3	3	363	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0002861	regulation of inflammatory response to antigenic stimulus	 	5.481E-5	4.023E-2	1.676E-4	1.203E-3	2	49	HLA-E,HLA-G
GO: Biological Process	GO:0036037	CD8-positive, alpha-beta T cell activation	 	5.709E-5	4.190E-2	1.724E-4	1.237E-3	2	50	HLA-E,HLA-G
GO: Biological Process	GO:0032735	positive regulation of interleukin-12 production	 	5.709E-5	4.190E-2	1.724E-4	1.237E-3	2	50	HLA-E,HLA-G
GO: Biological Process	GO:0002675	positive regulation of acute inflammatory response	 	5.709E-5	4.190E-2	1.724E-4	1.237E-3	2	50	HLA-E,HLA-G
GO: Biological Process	GO:0044706	multi-multicellular organism process	 	5.767E-5	4.233E-2	1.735E-4	1.245E-3	3	375	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0032633	interleukin-4 production	 	5.941E-5	4.361E-2	1.773E-4	1.272E-3	2	51	HLA-E,HLA-G
GO: Biological Process	GO:0070317	negative regulation of G0 to G1 transition	 	5.941E-5	4.361E-2	1.773E-4	1.272E-3	2	51	HLA-E,HLA-G
GO: Biological Process	GO:0051093	negative regulation of developmental process	 	6.317E-5	4.637E-2	1.877E-4	1.347E-3	4	1249	STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:1903532	positive regulation of secretion by cell	 	6.481E-5	4.757E-2	1.918E-4	1.377E-3	3	390	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0002684	positive regulation of immune system process	 	6.520E-5	4.785E-2	1.922E-4	1.379E-3	4	1259	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0043583	ear development	 	6.631E-5	4.867E-2	1.947E-4	1.397E-3	3	393	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:1904037	positive regulation of epithelial cell apoptotic process	 	7.432E-5	5.455E-2	2.156E-4	1.547E-3	2	57	HLA-E,HLA-G
GO: Biological Process	GO:0070316	regulation of G0 to G1 transition	 	7.432E-5	5.455E-2	2.156E-4	1.547E-3	2	57	HLA-E,HLA-G
GO: Biological Process	GO:0045589	regulation of regulatory T cell differentiation	 	7.432E-5	5.455E-2	2.156E-4	1.547E-3	2	57	HLA-E,HLA-G
GO: Biological Process	GO:0002714	positive regulation of B cell mediated immunity	 	7.697E-5	5.650E-2	2.216E-4	1.590E-3	2	58	HLA-E,HLA-G
GO: Biological Process	GO:0002891	positive regulation of immunoglobulin mediated immune response	 	7.697E-5	5.650E-2	2.216E-4	1.590E-3	2	58	HLA-E,HLA-G
GO: Biological Process	GO:0045023	G0 to G1 transition	 	7.966E-5	5.847E-2	2.284E-4	1.639E-3	2	59	HLA-E,HLA-G
GO: Biological Process	GO:0051047	positive regulation of secretion	 	8.430E-5	6.188E-2	2.405E-4	1.726E-3	3	426	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0006968	cellular defense response	 	8.519E-5	6.253E-2	2.405E-4	1.726E-3	2	61	B2M,HLA-G
GO: Biological Process	GO:0045066	regulatory T cell differentiation	 	8.519E-5	6.253E-2	2.405E-4	1.726E-3	2	61	HLA-E,HLA-G
GO: Biological Process	GO:0046640	regulation of alpha-beta T cell proliferation	 	8.519E-5	6.253E-2	2.405E-4	1.726E-3	2	61	HLA-E,HLA-G
GO: Biological Process	GO:0031349	positive regulation of defense response	 	9.157E-5	6.721E-2	2.575E-4	1.848E-3	3	438	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0045429	positive regulation of nitric oxide biosynthetic process	 	9.382E-5	6.886E-2	2.628E-4	1.886E-3	2	64	HLA-E,HLA-G
GO: Biological Process	GO:0045646	regulation of erythrocyte differentiation	 	9.679E-5	7.104E-2	2.701E-4	1.939E-3	2	65	STAT1,B2M
GO: Biological Process	GO:0051251	positive regulation of lymphocyte activation	 	9.792E-5	7.188E-2	2.712E-4	1.946E-3	3	448	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0001818	negative regulation of cytokine production	 	9.792E-5	7.188E-2	2.712E-4	1.946E-3	3	448	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:1904407	positive regulation of nitric oxide metabolic process	 	9.980E-5	7.326E-2	2.733E-4	1.962E-3	2	66	HLA-E,HLA-G
GO: Biological Process	GO:0046633	alpha-beta T cell proliferation	 	9.980E-5	7.326E-2	2.733E-4	1.962E-3	2	66	HLA-E,HLA-G
GO: Biological Process	GO:0097028	dendritic cell differentiation	 	9.980E-5	7.326E-2	2.733E-4	1.962E-3	2	66	HLA-E,HLA-G
GO: Biological Process	GO:0045765	regulation of angiogenesis	 	1.012E-4	7.429E-2	2.762E-4	1.982E-3	3	453	STAT1,HLA-E,HLA-G
GO: Biological Process	GO:0006959	humoral immune response	 	1.059E-4	7.775E-2	2.872E-4	2.061E-3	3	460	B2M,HLA-E,HLA-G
GO: Biological Process	GO:0031175	neuron projection development	 	1.060E-4	7.783E-2	2.872E-4	2.061E-3	4	1424	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:1901214	regulation of neuron death	 	1.073E-4	7.876E-2	2.896E-4	2.078E-3	3	462	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:1901342	regulation of vasculature development	 	1.094E-4	8.029E-2	2.941E-4	2.111E-3	3	465	STAT1,HLA-E,HLA-G
GO: Biological Process	GO:0002639	positive regulation of immunoglobulin production	 	1.189E-4	8.724E-2	3.184E-4	2.285E-3	2	72	HLA-E,HLA-G
GO: Biological Process	GO:0032655	regulation of interleukin-12 production	 	1.222E-4	8.969E-2	3.261E-4	2.341E-3	2	73	HLA-E,HLA-G
GO: Biological Process	GO:2000351	regulation of endothelial cell apoptotic process	 	1.290E-4	9.469E-2	3.418E-4	2.453E-3	2	75	HLA-E,HLA-G
GO: Biological Process	GO:0002673	regulation of acute inflammatory response	 	1.290E-4	9.469E-2	3.418E-4	2.453E-3	2	75	HLA-E,HLA-G
GO: Biological Process	GO:0030097	hemopoiesis	 	1.295E-4	9.505E-2	3.419E-4	2.454E-3	4	1498	STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0051898	negative regulation of protein kinase B signaling	 	1.325E-4	9.724E-2	3.485E-4	2.501E-3	2	76	HLA-E,HLA-G
GO: Biological Process	GO:0032615	interleukin-12 production	 	1.360E-4	9.982E-2	3.565E-4	2.558E-3	2	77	HLA-E,HLA-G
GO: Biological Process	GO:0030098	lymphocyte differentiation	 	1.381E-4	1.014E-1	3.608E-4	2.589E-3	3	503	B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002712	regulation of B cell mediated immunity	 	1.432E-4	1.051E-1	3.713E-4	2.665E-3	2	79	HLA-E,HLA-G
GO: Biological Process	GO:0002889	regulation of immunoglobulin mediated immune response	 	1.432E-4	1.051E-1	3.713E-4	2.665E-3	2	79	HLA-E,HLA-G
GO: Biological Process	GO:0002696	positive regulation of leukocyte activation	 	1.465E-4	1.075E-1	3.782E-4	2.714E-3	3	513	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0072577	endothelial cell apoptotic process	 	1.468E-4	1.078E-1	3.782E-4	2.714E-3	2	80	HLA-E,HLA-G
GO: Biological Process	GO:0070997	neuron death	 	1.482E-4	1.087E-1	3.802E-4	2.729E-3	3	515	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0048534	hematopoietic or lymphoid organ development	 	1.496E-4	1.098E-1	3.827E-4	2.747E-3	4	1554	STAT1,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0050867	positive regulation of cell activation	 	1.604E-4	1.178E-1	4.089E-4	2.934E-3	3	529	HLA-H,HLA-E,HLA-G
GO: Biological Process	GO:0045321	leukocyte activation	 	1.614E-4	1.184E-1	4.098E-4	2.941E-3	4	1584	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	 	1.619E-4	1.188E-1	4.098E-4	2.941E-3	2	84	HLA-E,HLA-G
GO: Biological Process	GO:0002886	regulation of myeloid leukocyte mediated immunity	 	1.697E-4	1.246E-1	4.281E-4	3.072E-3	2	86	HLA-E,HLA-G
GO: Biological Process	GO:0032940	secretion by cell	 	1.708E-4	1.254E-1	4.293E-4	3.081E-3	4	1607	HLA-H,B2M,HLA-E,HLA-G
GO: Biological Process	GO:0002520	immune system development	 	1.763E-4	1.294E-1	4.416E-4	3.169E-3	4	1620	STAT1,B2M,HLA-E,HLA-G
